set	id	turn1	turn2	turn3	turn4	turn5	turn6
test	chain2_1179_1488_200_1147_912_137	How old are you?	I'm 32 years old.	When is your birthday?	My birthday is Jan 1st	My sister's birthday is the same day!	new year babies! what are you going to do?
test	chain2_671_830_152_969_598_259	What is for breakfast?	Bacon and eggs, toast, coffee. There's fruit, too, if you want it.	Thats sounds delicious	DO YOU WANT CREAM IN YOUR COFFEE?	YES! And sugar.	Ok just a minute
test	chain2_1382_134_792_1043_946_787	Would you like to go see a movie together?	I'd like to, but I'm not free for this week.	We could go next week, just let me know.	I AM OFF WORK ON WEDNESDAY NEXT WEEK, HOW DOES THAT WORK FOR YOU?	That works for me. Do you want to go to the early or late showing?	Let's hit the early showing and there will still be enough time to eat after, I hate eating before movies because you end up sitting there bloated.
test	chain2_1060_152_941_901_989_904	Do you have any plans for tomorrow?	Yeah, I need to go grocery shopping	Can you buy me some pork chops and mac and cheese?	Sure, is that all you need?	yes i only need that	Really Ricky? You don't want pepperoni sticks or chicken fingers?
test	chain2_1266_735_268_300_894_360	Do you know anyone I can call?	NOT REALLY, BUT WE CAN LOOK FOR SOME NUMBERS.	I appreciate your help.	Sure, whatever you say.	What is that supposed to mean? You're either going to help me or not.	I just can't believe anything you say is all.
test	chain2_637_557_481_1202_365_571	Can you solve this puzzle?	No I'm not that smart.	Don't say things like that about yourself.	Oh come on, I just don't think that way.	You should just give it a try.	I'm not really a big fan of puzzles.
test	chain2_1554_763_1025_147_1143_818	How much is the bottle?	The bottle is 50 cents.	Do you have fifty cents I could borrow?	No, go find money yourself.	Don't you owe me $100?	I don't think so!
test	chain2_839_1478_209_43_1020_495	Which car do you use?	The white one.	That's a pretty car.	Yes, but it is high maintenance.	Going to trade it in soon?	No because its paid off.
test	chain2_1854_397_1176_1052_141_408	What did you do today?	I worked in my garden.	In the rain?	Nothing like some rain to keep the heat away!	Its so dirty outside	Well, the garden isn't going to weed itself.
test	chain2_428_474_1210_57_645_341	How is your family?	My family is fine, thank you.	That is great to hear.	Yeah, how about yours?	Mine is doing well thanks.	Is Martha coming home any time soon?
test	chain2_1026_662_764_915_104_983	Do they sell tea?	No, they only sell coffee	I can't have too much caffeine this late.	Why not try the decaf with lots of milk?	I've never cared for decaf. I think I'll pass.	They do have iced tea in a bottle, would you care for one?
test	chain2_1798_1350_1322_632_32_498	Can you get some tickets for the match?	I can try, but it's unlikely at this late date.	Call Saul, he always has some.	Good thinking, where's my phone?	I pawned it so we could afford the tickets.	Seriously, Kim?  You were not kidding when you said you were worried about your future.
test	chain3_371_375_347_272_116_198	Can I see you at 6?	Yes, I'm free.	Do you want to grab a drink?	Sure, why not ?	Cool,  where would you like to go?	How about the bar in the hotel?
test	chain2_492_1039_354_716_551_370	Can I get some comfort food?	Let me whip you something up.	Thank you, my love.	Anything for you sweet cheeks!	You like them cheekies, do ya??	I like all of you not just your cheeks!
test	chain2_1129_1323_504_1223_735_821	How about a game of Risk?	SURE I'D LIKE THAT.	Great, I'll get it set up.	DO YOU KNOW HOW TO PLAY IT?	Yes, I've played this since I was a child.	Do you want us to put some special rules before starting?
test	chain2_2064_795_292_422_547_836	Can you take the dog for a walk?	After I take a nap I will.	That's fine, I will take him myself.	NO I GUESS I'LL DO IT NOW.	I can come with you if you'd like.	NO THANKS, I WILL BE FINE!
test	chain2_813_1183_997_1167_236_912	What would you like to eat?	How about pizza? Or maybe cheeseburgers? Either one would be good.	There is a burger joint on the left corner!  Let's go!	Great! And if you're hungry enough, let's split a milkshake.	I heard their milkshakes are delicious!	Ok sound good but has to be a chocolate shake.
test	chain3_237_89_175_340_237_77	Do you have change for a dollar?	No, unfortunately I do not.	I know you're lying.	How would you know that? I spent all my change.	I'm sorry; I just really need the change.	For what? The bus?
test	chain3_126_281_191_370_293_182	Do you know how to make coffee?	Instant coffee or with beans?	With beans, of course! I can't stand instant coffee.	Instant coffee is what kept my family afloat during the Depression!	And people rode boxcars, we're in the 21st Century now.	That was random! Ha ha.
test	chain2_28_1059_535_1254_990_173	Are you having trouble reading my message?	I can read your message.	I was having problems with messages earlier.	YOUR MESSAGE IS CLEAR NOW.	I wonder what the problem was?	Was your data turned on?
test	chain2_1611_546_307_497_696_70	Can we go to the market later?	OK, I will wait.	Thanks. I have to run an errand soon.	You're going to see him again aren't you?	Stop being so paranoid!	why cant u tell me the truth?
test	chain2_569_885_236_152_1111_718	Do you have a snapchat?	No, I do not.	You so need to get it!	What does it do that Instagram doesn't do?	Snapchat deletes the pictures instead of saving them.	And that's a good thing?
test	chain2_188_480_1043_304_1049_887	Can you repeat that?	No, I've repeated it too many times already	You don't have to be rude.	Well listen up next time and I won't have to repeat.	Can I speak to your manager please? This is the worst customer service I have ever received.	I am the manager.
test	chain2_316_1005_1072_476_848_198	Did Steve bring over the book he borrowed today?	YES, IT'S ON THE TABLE.	Did he take the other one I left out for him?	No he said that he was able to check it out from the library after all.	Okay, better for me I didn't want to give it to him anyway	Why, isn't he responsible?
test	chain2_416_1435_414_1039_1031_278	Where are you going?	I'M GOING PICK MY DAUGHTER UP FROM SCHOOL.	Okay, I need to talk with you after you get back home.	Sure.  Is everything okay?	Do you want the bad news first, or the good?	Always choice the bad news first. whats wrong?
test	chain2_748_537_820_125_763_284	How are you doing today?	I am well, how are you?	Damn, me too, what a coincidence!	That seemed a little sarcastic.  Are you okay?	definitely not, my dog died today.	I'm so sorry to hear about that.
test	chain2_450_34_1143_868_23_220	How many days will you be gone?	I'll be gone for 3 days	What time will you be home that third day?	Probably by eight at night, I think.	Do you want to meet up that night for dinner?	Sure, does nine sound good for you?
test	chain2_1780_1491_235_149_316_241	What took you so long?	Listen, Carly. I've had enough of your crap. Either get in the car, or ride the hobo wagon to hell.	How dare you speak to me like that?	How dare you speak at all? Your place is in the kitchen making me a sandwich.	Why are you so mean?	I have no idea what you're talking about. Now bring me a sandwich.
test	chain2_307_319_78_435_754_1081	Is there anything else on TV?	No, it's all reruns.	Great..put on Gilligan's Island	No, let's go for a run instead.	You go for it. I'm just going to veg.	Stop being so lazy.
test	chain2_575_687_567_1285_858_963	How often should i take this?	Three times a day with food.	I'm getting so tired of always taking medicine to feel good!	Have you thought about alternative medicine? Perhaps acupuncture?	No the doctor said that I would feel better if I lost weight and quit eating processed food all of the time.	may be you should try meditation
test	chain3_161_342_288_171_313_222	What do you do in your free time?	I like to sew my own clothes.	Where did you learn how to do that?	My mom taught  me as a kid .	My mom taught me how to knit.	I wish I could knit!
test	chain2_1222_127_467_1189_618_978	How long does it take for this medicine to work?	It usually takes about 30-40 minutes.	This headache really hurts.	Yeah, well, you need to wait for the medicine to start working.	Is there any way I can speed it up?	Not really. Drink a glass of water and go lay down.
test	chain2_1481_1455_10_53_610_18	Will I be discharged soon?	Yes, once all the paperwork is processed.	How long will that take?	Oh, about 5 business days.	That is so long!	I apologize about the delay.
test	chain2_215_284_844_238_179_1077	Could we please go out somewhere?	No I would like to stay in.	Why so? Are you tired or plain boring?	I just don't feel like leaving the house. Let's watch a video and drink some wine.	Fine, but, can we at least order some takeout?	I think that's a great idea. Chinese or Moroccan?
test	chain3_45_147_301_192_331_261	Can I use your phone?	Sure you can	Thanks a lot!	But, please don't fiddle with the settings.	I wouldn't do that to you!	You've done it before!
test	chain2_2006_1129_505_1224_1045_668	How are you getting to the shops?	Taking the bus	Can I come with you?	Sure, let's go!	I don't have bus money though.	That's okay, I have some extra bus tickets. You can pay me back later.
test	chain2_77_440_226_122_452_538	How is work going?	IT'S HARD, BUT GOING GOOD.	What's hard about it?	Everything about it!	There's always that 1 thing about work we all dread.	I guess it isn't the job itself. It's the transition that I am encountering. Going from part time to full time is a big adjustment.
test	chain2_2044_984_602_14_170_1058	Are you in school?	I am on the way to school.	No, I meant are you currently studying?	YES I STUDY BIOLOGY.	And what else?	I take english, math, and art too.
test	chain3_375_382_361_300_169_275	Did you take all the medication given to you?	No, I stopped taking it after a few days because of the funny side effects.	What kind of side effects were you having?	Well I could pass through walls, disappear, and fly.	Wow, that must have been a bit scary.	Just a bit!
