dialogue_id	turn_id	utterance
2964	b1	Mind your own business for once! As soon as this month is finished I am moving out and finding a new roommate. I am sick and tired of you!
2965	a2	I was just trying to be nice since you look sick.
2965	b2	If you want to be nice then ask how you can help.
2966	a3	I'm sorry; I didn't mean to upset you. But you don't usually want any help.
2966	b3	Sorry. I'm grouchy today, bro.
2967	a1	Can you help me?
2967	b1	Yes, what do you need?
2968	a2	This math problem is really stumping me up.
2968	b2	Ok, let's go through it step by step to see where your problem is.
2969	a3	Oh wait, I see what I was missing. Thanks for you help.
2969	b3	No worries. Anytime you need.
2970	a1	How did you like the movie?
2970	b1	It was great.
2971	a2	Great like the Lion King was great, or Great like Captain America level great?
2971	b2	First of all, the Lion King is way better than Captain America, but it was only Wedding Crashers great.
2972	a3	That's not very great in my book.
2972	b3	What was wrong with Wedding Crashers?
2973	a1	WHat do you do?
2973	b1	I work as a window-cleaner.
2974	a2	Do you have to go up to tall buildings?
2974	b2	Sometimes. And yes, it is a bit scary. I'm terrified of heights.
2975	a3	Wow, the things we do for money.
2975	b3	Yeah, a guy's gotta eat.
2976	a1	Is there any extra credit?
2976	b1	On this particular class, no there is not.
2977	a2	Oh my, looks like I will need a tutor.
2977	b2	I can tutor you.
2978	a3	That would be wonderful!
2978	b3	When would you like to start?
2979	a1	Could you please call my attorney for me?
2979	b1	If you can give me his number I will.
2980	a2	Yes, one second let me just look it up.
2980	b2	Have you found the number yet?
2981	a3	I'm looking for it now.
2981	b3	Ok I will wait.
2982	a1	Do you like vegetables?
2982	b1	No, not really. But I do like fried okra.
2983	a2	Last I heard that was a vegetable.
2983	b2	Yeah, but when you fry it it's awesome.
2984	a3	It may be awesome but frying it basically takes all of the vegetable out of it!
2984	b3	I eat for taste, it tastes great.
2985	a1	How much did that cost?
2985	b1	About three fifty.
2986	a2	Wow, that is a good deal.
2986	b2	You're telling me, it was quite a steal.
2987	a3	Where did you get it?
2987	b3	I bought it online through Amazon.
2988	a1	How is school going?
2988	b1	It's going well!
2989	a2	Have you made a lot of new friends?
2989	b2	No, everyone hates me.
2990	a3	What makes you think everyone hates you?
2990	b3	They keep saying I hate you when they pass me in the hallway.
2991	a1	What kind of flowers do you prefer?
2991	b1	I like orchids, remember!
2992	a2	Oh I thought you liked lilacs, weird.
2992	b2	Why would you think that?
2993	a3	I could have sworn I head you say it once
2993	b3	Come to think of it, I might have said that quite a while back.
2994	a1	Can you try that one more time?
2994	b1	yes but it's the last time
2995	a2	Why? If you loved me you would try, try, again.
2995	b2	Maybe we aren't right for each other anymore.
2996	a3	Well screw you then.
2996	b3	Excuse me. You have no right to speak to me like that. If you are willing to let go this easily instead of working out our issue then maybe you are right, maybe we just aren't meant for each other.
2997	a1	What is the weather today?
2997	b1	It's sunny and hot.
2998	a2	What will it be like tomorrow?
2998	b2	Tomorrow will be rainy, which makes me really sad!
2999	a3	Why sad? I love the rain!
2999	b3	i was planning for a ride.
3000	a1	Will you pour me some water?
3000	b1	Absolutely, I'd love to do that for you.
3001	a2	Thanks, while you are at it, fix me a sandwich too.
3001	b2	Any thing else your highness?
3002	a3	Not right now, but I'm sure I'll think of something later.
3002	b3	Well, please don't hesitate to ring the bell if you do.
3003	a1	Will you be visiting me again tomorrow?
3003	b1	For the last time, Princess, no. The dragon will keep you company.
3004	a2	The dragon sucks at poker, though.
3004	b2	Come on, it's great at Backgammon!
3005	a3	Yeah but he insists we play poker.
3005	b3	Well ask the Ogre to play.
3006	a1	Where are you man?
3006	b1	I'm on the bus.
3007	a2	Where are you heading?
3007	b2	I'm going to Reno.
3008	a3	Why in the world are you going to Reno?
3008	b3	the question is why are you not going to Reno?
3009	a1	Can you inform Sarah and ask her to visit me?
3009	b1	I will ask her to visit you.
3010	a2	I need you to inform her also, don't forget about it.
3010	b2	I won't forget, don't worry.
3011	a3	Ok, please don't and I just need to say inform again, it's my word of the day.
3011	b3	Thank you for informing me.
3012	a1	Have you seen him today?
3012	b1	No I saw no sign of him.
3013	a2	I have a message for him and I don't know when he will be back.
3013	b2	Ok, well put a note on his desk then.
3014	a3	Okay, I'll tape it to his computer screen.
3014	b3	I am sure he will be in shortly, he's rarely ever this late.
3015	a1	What's the weather going to be tomorrow?
3015	b1	Sunny at morning, but rainy at night
3016	a2	Perfect, I love nighttime storms.
3016	b2	I would like them more if they didn't scare my dog.
3017	a3	Just get a different dog then.
3017	b3	A dog isn't like a blender.
3018	a1	How long until the game starts?
3018	b1	I think it'll be another half hour
3019	a2	Great. I think it'll be a good game today.
3019	b2	I think so too with everything that has been going on with the team lately.
3020	a3	I hope Suarez recovers soon, they still need him.
3020	b3	he will be available from next game.
3021	a1	What kind of breakfast foods do you like?
3021	b1	I really like french toast or danish.
3022	a2	I'm not too hot on that, personally.
3022	b2	Well what breakfast foods do you prefer?
3023	a3	I prefer bacon and eggs.
3023	b3	Okay, let's have omelettes then, I like bacon and eggs as well.
3024	a1	How is school going?
3024	b1	Going good. I'm getting straight A's
3025	a2	Great! We are so proud of you!
3025	b2	Thanks, I just have to keep it up now.
3026	a3	When do you graduate?
3026	b3	Later on in June of next year.
3027	a1	Can you mail this for me?
3027	b1	Yes, do you have a stamp?
3028	a2	I'm sorry, but I don't have one.
3028	b2	Well, do you have fifty cents?
3029	a3	Let me go check in my bag.
3029	b3	Give me as soon as you find.
3030	a1	How are you doing?
3030	b1	I'm doing okay. A little tired, but otherwise fine.
3031	a2	Oh no, why are you feeling tired?
3031	b2	I have had trouble sleeping lately due to leg cramps.
3032	a3	Make sure to hydrate properly and get exercise.
3032	b3	I've heard eating bananas and drinking milk helps too, because of the potassium and calcium.
3033	a1	Are you cooking tonight?
3033	b1	Yes every night this week.
3034	a2	Do you love cooking?
3034	b2	At times I do.
3035	a3	Cooking is not my favorite thing. Eating, however.
3035	b3	well let you known what you want to eat tonight?
3036	a1	When will you be leaving?
3036	b1	I'll leave in about half and hour.
3037	a2	Are you sure that's enough time to get through security?
3037	b2	Yes, it's enough time.
3038	a3	I hope you're right, you can't miss your flight!
3038	b3	Don't worry so much, I will make it.
3039	a1	Could you pick up some groceries at the store?
3039	b1	Of cause. I'll do it on my way home from work
3040	a2	Awesome! Please get some milk and water.
3040	b2	Sparkling or plain water?
3041	a3	Plain, and grab just half a gallon of milk, I don't want it going bad.
3041	b3	we can put it in refrigerator
3042	a1	Is Stacy coming this weekend?
3042	b1	No Next weekend
3043	a2	I am so excited to see her, I can't wait!
3043	b2	I think she has dyed her hair purple.
3044	a3	Well, that sounds like Stacy.
3044	b3	She is always doing unique stuff isn't she!
3045	a1	Do you want to take a study break?
3045	b1	Sure, I could use some coffee
3046	a2	Great, let's go to the coffee shop on Main Street.
3046	b2	Can we stop by the corner store too? I would like to get a sandwich as well.
3047	a3	Sure, food sounds good.
3047	b3	So, let's go
3048	a1	Do you know anybody?
3048	b1	Yes lots of people
3049	a2	How many of them are not white?
3049	b2	That's a pretty mean allegation.
3050	a3	Well you didn't answer the question.
3050	b3	I have a wide array of friends.
3051	a1	What are you making for dinner?
3051	b1	I'm making spaghetti with meat balls
3052	a2	Great! I'll bring over some garlic bread.
3052	b2	Could you bring a salad too?
3053	a3	Sure I would be glad to.
3053	b3	I have soda. If you want beer you can bring that too.
3054	a1	Where is the remote?
3054	b1	I don't know, I've been looking for it. I hope it didn't accidentally get thrown away.
3055	a2	Why would you say that? Did you accidentally throw it away?
3055	b2	If it was accidental how would I know?
3056	a3	Yes, good point.
3056	b3	Did you check in the couch cushions?
3057	a1	Can I have an extra pillow?
3057	b1	Yes, here it is.
3058	a2	Thank you very much. Sleep well!
3058	b2	Don't forget you're making breakfast in the morning.
3059	a3	What would you like me to make?
3059	b3	I would love some eggs and bacon, and definitely coffee!
3060	a1	Would you like something to drink?
3060	b1	A big glass of cold water would be great.
3061	a2	Coming right up!
3061	b2	Thank you, I'm really thirsty!
3062	a3	Would you like something to eat also? I have some delicious cookies.
3062	b3	Cookies sound perfect, but do you have milk?
3063	a1	Where is you car?
3063	b1	I left It at home and rode with a friend.
3064	a2	I see, can I get a ride with them too?
3064	b2	Yeah sure, come right in.
3065	a3	Thanks! Taking a taxi would've cost me an arm and a leg!
3065	b3	Are you sure she will cool with one more passenger?
3066	a1	How is mutton prepared here?
3066	b1	We prepare it with white wine and onions.
3067	a2	Oh! That sounds amazing! I can't wait to try some!
3067	b2	It's awesome, you'll love it!
3068	a3	I sure hope so.
3068	b3	What is mutton?
3069	a1	Are Sam and Sarah still together?
3069	b1	I don't know!
3070	a2	I thought they were going to break up soon.
3070	b2	Could be, I haven't heard.
3071	a3	I saw Sam with Heather the other day.
3071	b3	Did he say anything?
3072	a1	What date is the luncheon?
3072	b1	If I remember correctly, the email said Friday the 23rd.
3073	a2	Yea, I can't make it as I have to sleep in that day.
3073	b2	You are lazy.
3074	a3	No I am not!
3074	b3	Admit it. You can't stand Ralph.
3075	a1	I haven't see you in ages, is everything ok?
3075	b1	Everything is great!
3076	a2	Really? What's been happening?
3076	b2	I just got a new job and a new house!
3077	a3	That's great news. Do you want to meet up soon?
3077	b3	I would love to! How does next weekend sound?
3078	a1	What is the problem officer?
3078	b1	You were speeding.
3079	a2	I was? I never drive on this road and wasn't sure what the speed limit was.
3079	b2	You were 10mph over the speed limit.
3080	a3	Sorry, I didn't see any posted speed limit signs.
3080	b3	I will let you off with a warning this time, but please don't let it happen again.
3081	a1	What did he say?
3081	b1	I'm not sure, I couldn't hear him.
3082	a2	Yeah, the music was pretty loud!
3082	b2	I had trouble hearing anyone.
3083	a3	I can barely hear you!
3083	b3	Maybe you should get your hearing checked.
3084	a1	Where are you my love?
3084	b1	I'm on my way to you.
3085	a2	How far away are you?
3085	b2	Stuck in traffic on the 405. I'll be a little late.
3086	a3	Don't forget we're having dinner with the Rattigans tonight.
3086	b3	you sure thats tonight?
3087	a1	Did you feed the cat?
3087	b1	I tried to give her some scraps but she wouldn't eat.
3088	a2	Why dont you give her her food rather than scraps?
3088	b2	I couldn't find it.
3089	a3	It's in the cabinet, where it usually is.
3089	b3	Yeah, no, I looked and there wasn't any, we must be out. I will run to the store.
3090	a1	What does this mean?
3090	b1	I'm not sure.
3091	a2	Why are you yelling at me?
3091	b2	Sorry, I have a cold so I didn't realize.
3092	a3	All good. What is your best guess at the translation?
3092	b3	I have no clue.
3093	a1	What are your plans for Saturday?
3093	b1	I think I am going to hang out with some friends.
3094	a2	Can I come with?
3094	b2	Sure, they'd love to meet you. How do you feel about sushi?
3095	a3	I'm not crazy about it, but if that's what everyone else wants, that's fine.
3095	b3	We can go somewhere else I guess
3096	a1	Can I go to the gym tonight?
3096	b1	Did you do your homework?
3097	a2	I finished it during study hall.
3097	b2	Then yes you can go to the gym. Have a good work out!
3098	a3	Thanks! I'm going to try out the new equipment tonight.
3098	b3	Don't work out too much, I don't want you to end up looking better than me.
3099	a1	What kind of books do you prefer?
3099	b1	The kind with pictures. How about you?
3100	a2	I prefer short novels.
3100	b2	What's the last good book you read?
3101	a3	I can't remember the name off the top of my head, but I'll let you know when I get home.
3101	b3	That sounds like a plan!
3102	a1	May I see a menu?
3102	b1	Our menus are on the table along wall, please help yourself.
3103	a2	What would you recommend?
